"record_id","date","country","city","temperature_c","humidity_percent","precipitation_mm","air_quality_index","extreme_weather_events","climate_classification","climate_zone","biome_type","heat_index","wind_speed","wind_direction","season","population_exposure","economic_impact_estimate","infrastructure_vulnerability_score"
"aus_1137","2025-02-09","Australia","Melbourne","41.90","93.00","95.90",257,"Drought","Koeppen-A","Arid","Grassland","46.50","13.10","NE","Winter",2799531,"90257690.31","6.00"
"aus_1138","2025-02-10","Australia","Melbourne","26.70","68.00","182.60",97,"None","Koeppen-D","Arid","Tundra","30.10","8.80","W","Winter",5558323,"78383248.54","10.00"
"aus_1139","2025-02-11","Australia","Melbourne","17.40","42.00","145.80",94,"None","Koeppen-A","Arid","Wetland","19.50","31.50","N","Winter",3340135,"29097198.64","7.00"
"aus_114","2024-04-23","Australia","Sydney","31.20","42.00","140.40",405,"None","Koeppen-C","Arid","Grassland","33.30","35.80","SE","Spring",393367,"1117367.83","2.00"
"aus_1140","2025-02-12","Australia","Melbourne","24.40","26.00","50.00",55,"Hurricane","Koeppen-B","Arid","Grassland","25.70","16.40","N","Winter",1882000,"59655089.95","9.00"
"aus_1141","2025-02-13","Australia","Melbourne","8.20","59.00","115.20",499,"None","Koeppen-D","Arid","Wetland","11.10","4.60","W","Winter",9973538,"6304342.59","10.00"
"aus_1142","2025-02-14","Australia","Melbourne","0.90","91.00","153.70",277,"None","Koeppen-D","Arid","Forest","5.50","2.30","NE","Winter",1911021,"63871920.85","1.00"
"aus_1143","2025-02-15","Australia","Melbourne","6.10","80.00","143.30",369,"None","Koeppen-D","Arid","Tundra","10.10","32.80","E","Winter",3636147,"32266376.95","6.00"
"aus_1144","2025-02-16","Australia","Melbourne","-2.90","27.00","75.80",187,"None","Koeppen-A","Arid","Desert","-1.50","4.10","W","Winter",2270498,"46611003.83","10.00"
"aus_1145","2025-02-17","Australia","Melbourne","8.70","55.00","40.10",419,"None","Koeppen-A","Arid","Grassland","11.40","18.50","SW","Winter",2895923,"33367712.83","10.00"
"aus_1146","2025-02-18","Australia","Melbourne","44.80","74.00","103.40",316,"None","Koeppen-A","Arid","Grassland","48.50","17.00","S","Winter",8465617,"36713950.31","10.00"
"aus_1147","2025-02-19","Australia","Melbourne","9.80","94.00","82.30",266,"Flood","Koeppen-C","Arid","Desert","14.50","17.70","E","Winter",1069485,"93464995.12","7.00"
"aus_1148","2025-02-20","Australia","Melbourne","2.40","33.00","170.50",325,"None","Koeppen-D","Arid","Wetland","4.00","17.70","NE","Winter",1939204,"40185425.28","8.00"
"aus_1149","2025-02-21","Australia","Melbourne","28.70","22.00","29.30",95,"None","Koeppen-D","Arid","Desert","29.80","7.40","SE","Winter",3129853,"91235978.47","5.00"
"aus_115","2024-04-24","Australia","Sydney","-2.00","44.00","13.10",191,"None","Koeppen-A","Arid","Grassland","0.20","34.70","NW","Spring",6101655,"22211687.77","1.00"
"aus_1150","2025-02-22","Australia","Melbourne","25.90","82.00","118.80",245,"None","Koeppen-D","Arid","Wetland","30.00","38.30","N","Winter",2081073,"80826209.84","8.00"
"aus_1151","2025-02-23","Australia","Melbourne","11.80","99.00","119.90",168,"None","Koeppen-D","Arid","Tundra","16.80","39.30","SE","Winter",8951331,"22826589.97","2.00"
"aus_1152","2025-02-24","Australia","Melbourne","-3.40","40.00","127.00",76,"None","Koeppen-D","Arid","Wetland","-1.40","16.50","NE","Winter",6410860,"69064168.42","2.00"
"aus_1153","2025-02-25","Australia","Melbourne","-3.50","28.00","124.60",325,"Heatwave","Koeppen-C","Arid","Wetland","-2.10","15.40","SW","Winter",2272749,"59989757.77","2.00"
"aus_1154","2025-02-26","Australia","Melbourne","20.60","52.00","5.40",101,"None","Koeppen-C","Arid","Grassland","23.20","21.60","NW","Winter",8491400,"50722172.32","1.00"
"aus_1155","2025-02-27","Australia","Melbourne","20.70","21.00","178.80",123,"None","Koeppen-D","Arid","Wetland","21.80","24.20","SW","Winter",3126555,"43133342.61","10.00"
"aus_1156","2025-02-28","Australia","Melbourne","0.50","77.00","148.30",358,"None","Koeppen-D","Arid","Tundra","4.30","37.70","NW","Winter",2748565,"47894455.28","8.00"
"aus_1157","2025-03-01","Australia","Melbourne","36.00","69.00","17.30",272,"None","Koeppen-A","Arid","Tundra","39.50","5.00","SE","Spring",7901179,"61861417.07","3.00"
"aus_1158","2025-03-02","Australia","Melbourne","43.20","15.00","151.90",251,"Flood","Koeppen-D","Arid","Wetland","44.00","23.80","S","Spring",6812223,"5329749.48","7.00"
"aus_1159","2025-03-03","Australia","Melbourne","28.90","78.00","174.80",310,"None","Koeppen-C","Arid","Grassland","32.80","21.80","N","Spring",9237692,"84938692.67","1.00"
"aus_116","2024-04-25","Australia","Sydney","41.20","30.00","24.20",10,"Drought","Koeppen-D","Arid","Desert","42.70","32.10","SE","Spring",5553682,"92249699.18","3.00"
"aus_1160","2025-03-04","Australia","Melbourne","17.20","64.00","193.80",85,"None","Koeppen-C","Arid","Wetland","20.40","7.70","N","Spring",197315,"18434855.65","1.00"
"aus_1161","2025-03-05","Australia","Melbourne","5.80","72.00","29.30",265,"None","Koeppen-B","Arid","Forest","9.40","8.00","SE","Spring",6968181,"3700224.82","7.00"
"aus_1162","2025-03-06","Australia","Melbourne","33.50","25.00","193.50",132,"None","Koeppen-A","Arid","Desert","34.80","35.20","N","Spring",50400,"46155170.33","2.00"
"aus_1163","2025-03-07","Australia","Melbourne","33.90","42.00","46.80",413,"Flood","Koeppen-D","Arid","Tundra","36.00","10.80","E","Spring",417575,"8159365.56","1.00"
"aus_1164","2025-03-08","Australia","Melbourne","15.10","91.00","90.60",377,"None","Koeppen-D","Arid","Grassland","19.60","8.50","SE","Spring",4155886,"7047081.47","1.00"
"aus_1165","2025-03-09","Australia","Melbourne","34.50","57.00","19.00",49,"Flood","Koeppen-D","Arid","Wetland","37.40","8.30","SW","Spring",3636854,"53893969.19","10.00"
"aus_1166","2025-03-10","Australia","Melbourne","31.10","44.00","31.00",482,"None","Koeppen-A","Arid","Tundra","33.30","34.50","W","Spring",1699979,"72422734.43","10.00"
"aus_1167","2025-03-11","Australia","Melbourne","2.90","30.00","51.10",403,"None","Koeppen-C","Arid","Wetland","4.40","5.90","SW","Spring",3942180,"48498164.22","4.00"
"aus_1168","2025-03-12","Australia","Melbourne","2.10","55.00","170.60",470,"None","Koeppen-A","Arid","Tundra","4.80","34.30","SE","Spring",3733299,"66143570.47","7.00"
"aus_1169","2025-03-13","Australia","Melbourne","40.80","78.00","190.30",419,"None","Koeppen-C","Arid","Grassland","44.70","0.50","SE","Spring",9567486,"14746796.60","4.00"
"aus_117","2024-04-26","Australia","Sydney","-2.80","18.00","192.30",203,"Hurricane","Koeppen-A","Arid","Tundra","-1.90","15.80","NE","Spring",5173752,"76651596.40","3.00"
"aus_1170","2025-03-14","Australia","Melbourne","14.50","64.00","87.10",247,"Heatwave","Koeppen-B","Arid","Wetland","17.70","23.50","E","Spring",4339766,"53671923.11","3.00"
"aus_1171","2025-03-15","Australia","Melbourne","16.30","82.00","95.90",374,"None","Koeppen-A","Arid","Grassland","20.40","33.70","S","Spring",4117935,"81965226.23","2.00"
"aus_1172","2025-03-16","Australia","Melbourne","11.00","47.00","68.40",257,"None","Koeppen-A","Arid","Tundra","13.30","4.20","W","Spring",5746709,"32265988.66","6.00"
"aus_1173","2025-03-17","Australia","Melbourne","16.30","67.00","114.60",262,"None","Koeppen-C","Arid","Tundra","19.70","23.30","W","Spring",5439419,"24536013.59","5.00"
"aus_1174","2025-03-18","Australia","Melbourne","-0.10","86.00","190.60",123,"Heatwave","Koeppen-C","Arid","Tundra","4.20","11.30","SE","Spring",8232363,"58932160.44","1.00"
"aus_1175","2025-03-19","Australia","Melbourne","38.30","52.00","135.00",154,"Hurricane","Koeppen-D","Arid","Forest","40.90","23.70","NE","Spring",5986910,"6015933.67","8.00"
"aus_1176","2025-03-20","Australia","Melbourne","44.90","72.00","74.20",451,"None","Koeppen-A","Arid","Wetland","48.50","28.80","E","Spring",2761742,"30350672.42","5.00"
"aus_1177","2025-03-21","Australia","Melbourne","22.60","23.00","50.60",279,"None","Koeppen-A","Arid","Forest","23.80","39.60","NW","Spring",2247576,"13375644.74","9.00"
"aus_1178","2025-03-22","Australia","Melbourne","22.70","27.00","19.00",15,"Heatwave","Koeppen-B","Arid","Grassland","24.10","4.40","N","Spring",7439005,"53360145.57","9.00"
"aus_1179","2025-03-23","Australia","Melbourne","40.30","30.00","68.00",335,"None","Koeppen-C","Arid","Forest","41.80","8.60","S","Spring",1278342,"36642460.14","5.00"
"aus_118","2024-04-27","Australia","Sydney","-1.70","17.00","44.50",249,"None","Koeppen-D","Arid","Desert","-0.80","19.10","SE","Spring",4102683,"67172735.96","5.00"
"aus_1180","2025-03-24","Australia","Melbourne","6.40","90.00","135.20",168,"None","Koeppen-A","Arid","Forest","10.90","20.30","NE","Spring",5650252,"80284083.02","2.00"
"aus_1181","2025-03-25","Australia","Melbourne","10.70","33.00","45.00",101,"Heatwave","Koeppen-D","Arid","Wetland","12.30","13.20","NE","Spring",640751,"59493984.18","6.00"
"aus_1182","2025-03-26","Australia","Melbourne","43.50","19.00","69.30",481,"None","Koeppen-C","Arid","Wetland","44.50","37.00","SE","Spring",743903,"59984654.75","1.00"
"aus_1183","2025-03-27","Australia","Melbourne","2.40","80.00","81.30",462,"None","Koeppen-A","Arid","Forest","6.40","6.70","N","Spring",6123819,"37790416.87","5.00"
"aus_1184","2025-03-28","Australia","Melbourne","22.40","86.00","107.60",442,"Flood","Koeppen-C","Arid","Wetland","26.70","21.90","NW","Spring",8033749,"39278604.13","2.00"
"aus_1185","2025-03-29","Australia","Melbourne","5.30","29.00","29.20",225,"None","Koeppen-D","Arid","Forest","6.80","11.90","SW","Spring",526953,"82711056.33","9.00"
"aus_1186","2025-03-30","Australia","Melbourne","20.90","69.00","127.40",458,"None","Koeppen-B","Arid","Desert","24.30","19.00","SE","Spring",3545388,"59039510.98","6.00"
"aus_1187","2025-03-31","Australia","Melbourne","16.40","67.00","185.20",174,"None","Koeppen-C","Arid","Tundra","19.80","30.60","W","Spring",2775586,"59311644.12","6.00"
"aus_1188","2025-04-01","Australia","Melbourne","8.80","51.00","14.80",194,"None","Koeppen-C","Arid","Desert","11.40","38.30","SW","Spring",1606326,"4145820.50","3.00"
"aus_1189","2025-04-02","Australia","Melbourne","8.70","52.00","181.10",477,"None","Koeppen-D","Arid","Desert","11.30","9.70","SE","Spring",3060465,"13708964.20","10.00"
"aus_119","2024-04-28","Australia","Sydney","2.40","35.00","125.50",115,"None","Koeppen-C","Arid","Desert","4.20","15.90","NW","Spring",4998929,"80824160.06","10.00"
"aus_1190","2025-04-03","Australia","Melbourne","19.00","58.00","137.10",20,"None","Koeppen-C","Arid","Forest","21.90","25.20","E","Spring",6728829,"94953399.34","4.00"
"aus_1191","2025-04-04","Australia","Melbourne","15.20","54.00","0.10",36,"None","Koeppen-C","Arid","Wetland","17.90","30.00","NE","Spring",6595377,"35795724.07","1.00"
"aus_1192","2025-04-05","Australia","Melbourne","19.90","83.00","84.40",294,"None","Koeppen-B","Arid","Desert","24.00","6.90","SW","Spring",7390921,"37995776.56","3.00"
"aus_1193","2025-04-06","Australia","Melbourne","32.50","69.00","12.20",306,"None","Koeppen-A","Arid","Desert","36.00","2.30","E","Spring",2997741,"76325106.74","9.00"
"aus_1194","2025-04-07","Australia","Melbourne","22.50","93.00","82.00",49,"Heatwave","Koeppen-D","Arid","Tundra","27.10","30.30","SW","Spring",3176409,"99131160.66","4.00"
"aus_1195","2025-04-08","Australia","Melbourne","26.00","56.00","41.30",277,"None","Koeppen-D","Arid","Desert","28.80","17.10","SE","Spring",5475107,"49571531.97","3.00"
"aus_1196","2025-04-09","Australia","Melbourne","32.90","66.00","19.40",170,"None","Koeppen-A","Arid","Forest","36.20","38.20","E","Spring",3301873,"27240379.55","3.00"
"aus_1197","2025-04-10","Australia","Melbourne","7.60","42.00","75.90",58,"None","Koeppen-A","Arid","Tundra","9.70","22.90","NW","Spring",8761096,"38723842.01","5.00"
"aus_1198","2025-04-11","Australia","Melbourne","24.10","19.00","0.70",333,"None","Koeppen-A","Arid","Desert","25.10","19.40","E","Spring",3890355,"50707083.07","4.00"
"aus_1199","2025-04-12","Australia","Melbourne","14.80","78.00","11.50",463,"None","Koeppen-D","Arid","Wetland","18.70","37.60","NE","Spring",265413,"18955525.41","1.00"
"aus_12","2024-01-12","Australia","Sydney","8.30","43.00","161.20",468,"None","Koeppen-B","Arid","Wetland","10.50","11.20","W","Winter",3744674,"41089658.84","10.00"
"aus_120","2024-04-29","Australia","Sydney","23.40","46.00","188.60",221,"None","Koeppen-D","Arid","Grassland","25.70","16.80","W","Spring",4183219,"35627624.60","9.00"
"aus_1200","2025-04-13","Australia","Melbourne","4.00","87.00","173.20",62,"None","Koeppen-A","Arid","Forest","8.40","34.00","NE","Spring",1457667,"78605261.78","9.00"
"aus_1201","2025-04-14","Australia","Melbourne","34.80","72.00","99.40",58,"None","Koeppen-B","Arid","Forest","38.40","5.30","NW","Spring",8472701,"20197204.77","2.00"
"aus_1202","2025-04-15","Australia","Melbourne","26.90","26.00","14.20",53,"None","Koeppen-C","Arid","Desert","28.20","21.30","SW","Spring",1145285,"83561770.78","1.00"
"aus_1203","2025-04-16","Australia","Melbourne","21.10","20.00","179.50",285,"Hurricane","Koeppen-B","Arid","Grassland","22.10","33.00","SW","Spring",8697588,"77812710.02","10.00"
"aus_1204","2025-04-17","Australia","Melbourne","9.70","52.00","187.80",227,"None","Koeppen-D","Arid","Grassland","12.30","0.50","NE","Spring",6761155,"85635896.90","3.00"
"aus_1205","2025-04-18","Australia","Melbourne","30.60","15.00","100.00",445,"Drought","Koeppen-D","Arid","Wetland","31.40","39.70","S","Spring",7835782,"42394540.82","5.00"
"aus_1206","2025-04-19","Australia","Melbourne","38.30","90.00","97.60",120,"None","Koeppen-B","Arid","Desert","42.80","0.70","N","Spring",7410159,"82558609.20","5.00"
"aus_1207","2025-04-20","Australia","Melbourne","3.10","79.00","20.90",330,"None","Koeppen-B","Arid","Forest","7.10","33.20","E","Spring",4870089,"45595359.14","4.00"
"aus_1208","2025-04-21","Australia","Melbourne","-0.40","69.00","83.00",463,"None","Koeppen-B","Arid","Desert","3.10","3.90","W","Spring",7083434,"51898578.36","8.00"
"aus_1209","2025-04-22","Australia","Melbourne","7.50","89.00","40.90",441,"None","Koeppen-C","Arid","Wetland","11.90","1.70","SE","Spring",6674976,"55897345.48","8.00"
"aus_121","2024-04-30","Australia","Sydney","35.50","80.00","42.40",296,"None","Koeppen-D","Arid","Grassland","39.50","28.20","NW","Spring",1377562,"77069343.67","6.00"
"aus_1210","2025-04-23","Australia","Melbourne","44.40","32.00","161.20",293,"None","Koeppen-D","Arid","Grassland","46.00","37.40","S","Spring",3101536,"46888968.47","7.00"
"aus_1211","2025-04-24","Australia","Melbourne","-7.60","25.00","106.10",341,"None","Koeppen-C","Arid","Wetland","-6.30","0.20","N","Spring",1029525,"43563888.68","10.00"
"aus_1212","2025-04-25","Australia","Melbourne","43.50","47.00","168.70",181,"None","Koeppen-B","Arid","Grassland","45.90","4.10","SW","Spring",240004,"89912107.46","4.00"
"aus_1213","2025-04-26","Australia","Melbourne","39.60","96.00","18.50",315,"None","Koeppen-B","Arid","Desert","44.40","15.10","E","Spring",5056082,"44660512.65","4.00"
"aus_1214","2025-04-27","Australia","Melbourne","-1.70","83.00","87.70",102,"None","Koeppen-A","Arid","Wetland","2.50","29.10","SE","Spring",7771452,"70913665.48","7.00"
"aus_1215","2025-04-28","Australia","Melbourne","38.40","30.00","28.00",204,"Hurricane","Koeppen-A","Arid","Grassland","39.90","12.40","NW","Spring",3222771,"42494985.10","1.00"
"aus_1216","2025-04-29","Australia","Melbourne","26.90","50.00","116.50",475,"Heatwave","Koeppen-B","Arid","Grassland","29.40","24.60","S","Spring",57771,"48429023.88","6.00"
"aus_1217","2025-04-30","Australia","Melbourne","3.00","61.00","100.10",44,"None","Koeppen-A","Arid","Grassland","6.10","7.60","NW","Spring",5939416,"13532259.44","5.00"
"aus_1218","2025-05-01","Australia","Melbourne","32.70","75.00","151.30",127,"None","Koeppen-C","Arid","Tundra","36.50","34.50","S","Spring",5832039,"93042561.16","9.00"
"aus_1219","2025-05-02","Australia","Melbourne","-1.10","98.00","162.30",272,"None","Koeppen-B","Arid","Forest","3.80","4.00","N","Spring",6935472,"60743475.72","5.00"
"aus_122","2024-05-01","Australia","Sydney","3.60","65.00","11.10",482,"Flood","Koeppen-B","Arid","Forest","6.80","37.20","S","Spring",1461280,"22074937.30","8.00"
"aus_1220","2025-05-03","Australia","Melbourne","13.70","55.00","150.80",331,"None","Koeppen-A","Arid","Forest","16.40","38.80","SE","Spring",8991167,"29388345.52","10.00"
"aus_1221","2025-05-04","Australia","Melbourne","-6.20","85.00","125.40",112,"None","Koeppen-A","Arid","Tundra","-2.00","24.00","SW","Spring",3675988,"12650859.62","7.00"
"aus_1222","2025-05-05","Australia","Melbourne","6.10","82.00","174.80",363,"None","Koeppen-D","Arid","Forest","10.20","8.40","E","Spring",1459136,"60417080.69","4.00"
"aus_1223","2025-05-06","Australia","Melbourne","27.10","72.00","42.90",456,"None","Koeppen-B","Arid","Desert","30.70","37.20","NW","Spring",8216639,"35191668.71","1.00"
"aus_1224","2025-05-07","Australia","Melbourne","36.70","61.00","123.70",170,"None","Koeppen-C","Arid","Tundra","39.80","34.30","NW","Spring",658338,"39270450.73","6.00"
"aus_1225","2025-05-08","Australia","Melbourne","-2.80","47.00","151.50",375,"None","Koeppen-C","Arid","Grassland","-0.40","20.10","SE","Spring",130966,"83660406.42","10.00"
"aus_1226","2025-05-09","Australia","Melbourne","-4.90","80.00","49.60",207,"None","Koeppen-A","Arid","Tundra","-0.90","38.80","S","Spring",3531394,"35767650.33","3.00"
"aus_1227","2025-05-10","Australia","Melbourne","44.60","18.00","150.10",484,"Flood","Koeppen-A","Arid","Forest","45.50","2.60","SW","Spring",2258775,"19906918.27","4.00"
"aus_1228","2025-05-11","Australia","Melbourne","18.60","78.00","85.00",74,"None","Koeppen-A","Arid","Desert","22.50","31.70","NE","Spring",7141166,"5935002.14","2.00"
"aus_1229","2025-05-12","Australia","Melbourne","4.70","16.00","116.10",351,"None","Koeppen-A","Arid","Grassland","5.50","20.00","SE","Spring",3617406,"59375933.46","1.00"
"aus_123","2024-05-02","Australia","Sydney","34.80","27.00","14.70",75,"None","Koeppen-A","Arid","Desert","36.10","26.00","E","Spring",5125326,"25487298.20","10.00"
"aus_1230","2025-05-13","Australia","Melbourne","35.00","96.00","91.10",206,"None","Koeppen-A","Arid","Wetland","39.80","12.50","NE","Spring",5350009,"95258646.18","3.00"
"aus_1231","2025-05-14","Australia","Melbourne","36.30","12.00","18.60",279,"None","Koeppen-B","Arid","Desert","36.90","2.80","NW","Spring",6231509,"92316964.04","1.00"
"aus_1232","2025-05-15","Australia","Melbourne","18.60","100.00","79.80",268,"None","Koeppen-A","Arid","Wetland","23.60","8.20","NE","Spring",4245125,"60343986.63","8.00"
"aus_1233","2025-05-16","Australia","Melbourne","-1.70","76.00","44.30",220,"Drought","Koeppen-B","Arid","Forest","2.10","15.10","S","Spring",8205861,"44036232.60","9.00"
"aus_1234","2025-05-17","Australia","Melbourne","32.10","27.00","67.30",333,"None","Koeppen-B","Arid","Desert","33.50","5.90","SW","Spring",7528242,"44693420.10","8.00"
